scene,gidA,gidB,n_adj,n_diff,n_cont,min_step,median_step,same,objA,objB
stack3_scene0019,2,10,2,2,0,70.7,147.5,0,mug,foam_brick
stack3_scene0019,10,13,1,1,0,223.7,223.7,0,foam_brick,mug
stack3_scene0019,2,8,1,1,0,47.8,47.8,0,mug,wood_block
stack3_scene0019,2,13,1,1,0,203.3,203.3,1,mug,mug
stack3_scene0019,1,8,1,0,1,4.0,4.0,1,wood_block,wood_block
stack3_scene0019,8,10,2,1,1,5.2,47.2,0,wood_block,foam_brick
stack3_scene0019,1,12,2,0,2,5.7,6.5,0,wood_block,foam_brick
stack3_scene0019,1,10,1,0,1,8.8,8.8,0,wood_block,foam_brick
stack3_scene0019,12,13,4,2,2,0.8,53.6,0,foam_brick,mug
stack3_scene0019,10,12,4,3,1,19.2,84.5,1,foam_brick,foam_brick
stack3_scene0019,4,12,1,0,1,1.5,1.5,0,wood_block,foam_brick
stack3_scene0019,1,3,1,0,1,18.6,18.6,1,wood_block,wood_block
stack3_scene0019,3,10,1,0,1,4.3,4.3,0,wood_block,foam_brick
stack3_scene0020,7,11,3,0,3,8.5,9.0,1,tuna_fish_can,tuna_fish_can
stack3_scene0020,4,6,2,0,2,5.1,6.8,1,cups,cups
stack3_scene0020,6,10,1,0,1,8.6,8.6,1,cups,cups
stack4_scene0001,4,6,7,3,4,12.7,31.6,0,racquetball,wood_block
stack4_scene0001,5,6,1,1,0,85.8,85.8,1,wood_block,wood_block
stack4_scene0001,4,5,2,2,0,109.9,130.2,0,racquetball,wood_block
stack4_scene0001,4,10,1,1,0,235.8,235.8,0,racquetball,cups
stack4_scene0001,2,4,3,3,0,75.8,105.1,0,cups,racquetball
stack4_scene0001,6,10,1,1,0,202.7,202.7,0,wood_block,cups
stack4_scene0001,4,7,7,2,5,1.6,19.0,0,racquetball,wood_block
stack4_scene0001,5,12,1,0,1,3.6,3.6,1,wood_block,wood_block
stack4_scene0001,4,12,1,0,1,15.5,15.5,0,racquetball,wood_block
stack4_scene0001,5,7,2,1,1,37.4,39.6,1,wood_block,wood_block
stack4_scene0001,2,13,1,1,0,57.1,57.1,0,cups,wood_block
stack4_scene0001,4,13,1,0,1,8.2,8.2,0,racquetball,wood_block
stack4_scene0001,2,7,2,2,0,51.8,52.5,0,cups,wood_block
stack4_scene0001,2,8,1,1,0,150.3,150.3,0,cups,wood_block
stack4_scene0001,4,8,1,0,1,6.9,6.9,0,racquetball,wood_block
stack4_scene0001,7,11,1,0,1,20.2,20.2,0,wood_block,racquetball
stack4_scene0001,7,9,1,0,1,11.2,11.2,1,wood_block,wood_block
stack4_scene0001,2,9,1,1,0,73.9,73.9,0,cups,wood_block
stack4_scene0002,1,4,9,4,5,8.5,38.4,0,tomato_soup_can,tuna_fish_can
stack4_scene0002,4,10,1,1,0,40.4,40.4,0,tuna_fish_can,tomato_soup_can
stack4_scene0002,11,12,1,1,0,264.2,264.2,0,tomato_soup_can,knife
stack4_scene0002,9,11,1,1,0,264.6,264.6,0,knife,tomato_soup_can
stack4_scene0003,2,5,8,2,6,5.8,18.6,0,pudding_box,master_chef_can
stack4_scene0003,4,5,2,0,2,12.1,12.7,1,master_chef_can,master_chef_can
stack4_scene0003,2,17,4,2,2,24.1,48.7,0,pudding_box,master_chef_can
stack4_scene0003,7,17,4,4,0,64.4,123.9,0,apple,master_chef_can
stack4_scene0003,5,7,4,4,0,53.6,114.7,0,master_chef_can,apple
stack4_scene0003,5,13,1,0,1,28.9,28.9,0,master_chef_can,pudding_box
stack4_scene0003,3,7,3,1,2,25.6,31.1,1,apple,apple
stack4_scene0003,3,18,1,1,0,189.3,189.3,0,apple,master_chef_can
stack4_scene0003,2,18,1,1,0,76.2,76.2,0,pudding_box,master_chef_can
stack4_scene0003,3,17,1,1,0,185.4,185.4,0,apple,master_chef_can
stack4_scene0003,3,5,1,1,0,185.1,185.1,0,apple,master_chef_can
stack4_scene0003,5,17,1,1,0,105.2,105.2,1,master_chef_can,master_chef_can
stack4_scene0003,5,14,1,1,0,40.0,40.0,1,master_chef_can,master_chef_can
stack4_scene0003,7,19,1,1,0,95.2,95.2,1,apple,apple
stack4_scene0004,15,25,5,1,4,2.3,4.6,1,bleach_cleanser,bleach_cleanser
stack4_scene0004,9,22,1,0,1,32.7,32.7,0,wood_block,rubiks_cube
stack4_scene0004,15,18,3,1,2,7.6,9.3,1,bleach_cleanser,bleach_cleanser
stack4_scene0004,9,23,2,0,2,4.6,5.4,1,wood_block,wood_block
stack4_scene0004,23,25,1,0,1,6.0,6.0,0,wood_block,bleach_cleanser
stack4_scene0004,9,25,4,4,0,74.7,171.0,0,wood_block,bleach_cleanser
stack4_scene0004,22,25,4,1,3,8.3,15.3,0,rubiks_cube,bleach_cleanser
stack4_scene0004,6,9,1,0,1,11.0,11.0,1,wood_block,wood_block
stack4_scene0004,9,13,1,1,0,99.1,99.1,0,wood_block,bleach_cleanser
stack4_scene0004,13,25,1,0,1,26.5,26.5,1,bleach_cleanser,bleach_cleanser
stack4_scene0004,18,23,1,1,0,74.7,74.7,0,bleach_cleanser,wood_block
stack4_scene0004,9,15,2,1,1,12.0,80.8,0,wood_block,bleach_cleanser
stack4_scene0004,16,22,2,1,1,20.4,32.4,1,rubiks_cube,rubiks_cube
stack4_scene0004,10,23,1,1,0,129.0,129.0,1,wood_block,wood_block
stack4_scene0004,10,15,1,0,1,27.2,27.2,0,wood_block,bleach_cleanser
stack4_scene0004,10,25,2,1,1,8.0,25.6,0,wood_block,bleach_cleanser
stack4_scene0004,10,22,1,1,0,91.4,91.4,0,wood_block,rubiks_cube
stack4_scene0004,15,22,1,0,1,4.7,4.7,0,bleach_cleanser,rubiks_cube
stack4_scene0005,7,8,1,0,1,13.3,13.3,1,cups,cups
stack4_scene0006,3,19,1,1,0,177.0,177.0,0,cups,tomato_soup_can
stack4_scene0006,19,21,6,1,5,16.4,27.2,0,tomato_soup_can,gelatin_box
stack4_scene0006,16,19,1,1,0,177.4,177.4,0,cups,tomato_soup_can
stack4_scene0006,19,20,2,0,2,16.9,17.7,0,tomato_soup_can,gelatin_box
stack4_scene0006,13,16,1,1,0,68.3,68.3,1,cups,cups
stack4_scene0006,15,21,1,0,1,27.4,27.4,0,tomato_soup_can,gelatin_box
stack4_scene0007,11,16,5,0,5,17.6,27.8,0,sugar_box,sponge
stack4_scene0007,3,17,4,0,4,4.7,8.6,1,sugar_box,sugar_box
stack4_scene0007,16,17,6,1,5,3.5,17.5,0,sponge,sugar_box
stack4_scene0007,1,16,7,0,7,1.1,22.1,0,sugar_box,sponge
stack4_scene0007,6,11,1,1,0,204.8,204.8,0,tomato_soup_can,sugar_box
stack4_scene0007,3,6,1,1,0,202.8,202.8,0,sugar_box,tomato_soup_can
stack4_scene0007,2,16,1,0,1,3.2,3.2,0,sugar_box,sponge
stack4_scene0007,16,19,2,0,2,0.1,5.6,0,sponge,sugar_box
stack4_scene0007,10,16,1,0,1,24.4,24.4,0,sugar_box,sponge
stack4_scene0007,1,3,1,0,1,12.3,12.3,1,sugar_box,sugar_box
stack4_scene0007,11,22,1,1,0,275.7,275.7,0,sugar_box,lemon
stack4_scene0007,3,22,1,1,0,261.7,261.7,0,sugar_box,lemon
stack4_scene0007,3,16,1,1,0,46.9,46.9,0,sugar_box,sponge
stack4_scene0007,3,4,1,0,1,0.6,0.6,1,sugar_box,sugar_box
stack4_scene0007,4,5,1,1,0,52.5,52.5,0,sugar_box,sponge
stack4_scene0007,1,4,1,0,1,17.7,17.7,1,sugar_box,sugar_box
stack4_scene0007,1,5,1,1,0,45.7,45.7,0,sugar_box,sponge
stack4_scene0007,4,16,2,1,1,0.1,57.7,0,sugar_box,sponge
stack4_scene0007,13,16,1,1,0,76.5,76.5,0,sugar_box,sponge
stack4_scene0008,3,8,2,2,0,215.0,216.2,0,master_chef_can,orange
stack4_scene0008,7,9,3,0,3,3.5,14.3,1,master_chef_can,master_chef_can
stack4_scene0008,8,9,2,2,0,208.7,213.9,0,orange,master_chef_can
stack4_scene0008,7,8,1,1,0,197.7,197.7,0,master_chef_can,orange
stack4_scene0008,3,9,7,4,3,7.2,60.4,1,master_chef_can,master_chef_can
stack4_scene0008,9,12,1,0,1,18.1,18.1,0,master_chef_can,cups
stack4_scene0009,11,17,9,1,8,9.8,18.3,0,pudding_box,master_chef_can
stack4_scene0009,3,4,1,1,0,154.2,154.2,0,mustard_bottle,master_chef_can
stack4_scene0009,3,17,1,1,0,125.1,125.1,0,mustard_bottle,master_chef_can
stack4_scene0009,3,8,1,1,0,155.0,155.0,0,mustard_bottle,master_chef_can
stack4_scene0009,3,11,4,3,1,26.8,85.3,0,mustard_bottle,pudding_box
stack4_scene0009,4,16,2,2,0,145.0,146.9,0,master_chef_can,mustard_bottle
stack4_scene0009,16,17,3,3,0,143.5,151.2,0,mustard_bottle,master_chef_can
stack4_scene0009,8,16,1,1,0,147.4,147.4,0,master_chef_can,mustard_bottle
stack4_scene0009,11,16,3,3,0,128.5,147.6,0,pudding_box,mustard_bottle
stack4_scene0009,4,17,1,1,0,295.5,295.5,1,master_chef_can,master_chef_can
stack4_scene0009,9,17,1,1,0,52.7,52.7,1,master_chef_can,master_chef_can
stack4_scene0009,15,16,1,1,0,106.8,106.8,0,master_chef_can,mustard_bottle
stack4_scene0009,15,17,1,1,0,153.7,153.7,1,master_chef_can,master_chef_can
stack4_scene0009,3,19,1,1,0,201.9,201.9,1,mustard_bottle,mustard_bottle
stack4_scene0009,10,17,7,1,6,8.7,16.8,1,master_chef_can,master_chef_can
stack4_scene0009,4,11,5,4,1,27.1,55.7,0,master_chef_can,pudding_box
stack4_scene0009,5,12,1,0,1,1.8,1.8,1,knife,knife
stack4_scene0009,12,19,1,0,1,2.7,2.7,0,knife,mustard_bottle
stack4_scene0009,10,13,1,1,0,117.9,117.9,0,master_chef_can,pudding_box
stack4_scene0009,12,16,1,1,0,132.2,132.2,0,knife,mustard_bottle
stack4_scene0009,3,12,1,1,0,118.5,118.5,0,mustard_bottle,knife
stack4_scene0009,3,16,2,0,2,6.2,14.3,1,mustard_bottle,mustard_bottle
stack4_scene0009,5,16,1,0,1,6.2,6.2,0,knife,mustard_bottle
stack4_scene0009,5,10,1,1,0,86.7,86.7,0,knife,master_chef_can
stack4_scene0009,10,14,1,1,0,100.2,100.2,1,master_chef_can,master_chef_can
stack4_scene0009,3,5,1,1,0,1454.9,1454.9,0,mustard_bottle,knife
stack4_scene0010,14,18,5,2,3,3.0,29.2,0,tuna_fish_can,master_chef_can
stack4_scene0010,3,18,3,0,3,4.5,4.5,1,master_chef_can,master_chef_can
stack4_scene0010,3,15,1,1,0,136.5,136.5,0,master_chef_can,lemon
stack4_scene0010,11,18,1,0,1,7.0,7.0,1,master_chef_can,master_chef_can
stack4_scene0010,15,18,1,1,0,149.9,149.9,0,lemon,master_chef_can
stack4_scene0010,14,15,2,2,0,148.7,149.0,0,tuna_fish_can,lemon
stack4_scene0011,10,15,8,0,8,0.8,3.9,0,master_chef_can,tomato_soup_can
stack4_scene0011,2,10,2,0,2,27.7,33.5,0,tomato_soup_can,master_chef_can
stack4_scene0011,2,15,1,0,1,32.3,32.3,1,tomato_soup_can,tomato_soup_can
stack4_scene0011,4,10,1,1,0,153.7,153.7,0,peach,master_chef_can
stack4_scene0011,2,3,1,0,1,27.8,27.8,0,tomato_soup_can,master_chef_can
stack4_scene0011,3,10,1,1,0,51.1,51.1,1,master_chef_can,master_chef_can
stack4_scene0011,3,15,2,0,2,19.2,23.3,0,master_chef_can,tomato_soup_can
stack4_scene0011,12,15,1,0,1,7.4,7.4,1,tomato_soup_can,tomato_soup_can
stack4_scene0011,3,6,1,0,1,17.0,17.0,0,master_chef_can,peach
stack4_scene0011,10,13,1,0,1,10.4,10.4,0,master_chef_can,tomato_soup_can
stack4_scene0011,12,13,1,0,1,3.2,3.2,1,tomato_soup_can,tomato_soup_can
stack4_scene0011,6,13,1,0,1,12.7,12.7,0,peach,tomato_soup_can
stack4_scene0011,3,12,1,1,0,55.1,55.1,0,master_chef_can,tomato_soup_can
stack4_scene0011,10,12,1,1,0,55.8,55.8,0,master_chef_can,tomato_soup_can
stack4_scene0012,8,13,2,2,0,446.3,515.6,1,tomato_soup_can,tomato_soup_can
stack4_scene0012,8,16,1,1,0,40.3,40.3,0,tomato_soup_can,banana
stack4_scene0012,3,18,6,1,5,17.4,25.2,0,gelatin_box,tomato_soup_can
stack4_scene0012,8,18,1,1,0,583.5,583.5,1,tomato_soup_can,tomato_soup_can
stack4_scene0012,5,18,3,1,2,28.1,35.0,0,spoon,tomato_soup_can
stack4_scene0012,5,13,4,4,0,104.9,113.1,0,spoon,tomato_soup_can
stack4_scene0012,13,16,1,1,0,188.2,188.2,0,tomato_soup_can,banana
stack4_scene0012,3,4,3,1,2,21.0,37.6,0,gelatin_box,tomato_soup_can
stack4_scene0012,4,16,2,2,0,161.8,176.8,0,tomato_soup_can,banana
stack4_scene0012,16,18,1,1,0,158.3,158.3,0,banana,tomato_soup_can
stack4_scene0012,5,9,2,1,1,20.9,116.4,0,spoon,tomato_soup_can
stack4_scene0012,3,13,2,1,1,36.8,46.9,0,gelatin_box,tomato_soup_can
stack4_scene0012,9,18,2,0,2,9.5,10.1,1,tomato_soup_can,tomato_soup_can
stack4_scene0012,13,18,1,1,0,92.6,92.6,1,tomato_soup_can,tomato_soup_can
stack4_scene0012,9,16,1,1,0,142.1,142.1,0,tomato_soup_can,banana
stack4_scene0012,3,9,1,1,0,79.6,79.6,0,gelatin_box,tomato_soup_can
stack4_scene0012,4,9,1,1,0,66.9,66.9,1,tomato_soup_can,tomato_soup_can
stack4_scene0012,5,12,1,0,1,22.5,22.5,1,spoon,spoon
stack4_scene0013,4,10,3,3,0,107.7,118.7,0,cups,cracker_box
stack4_scene0013,10,13,7,7,0,108.2,181.3,0,cracker_box,pear
stack4_scene0013,4,13,2,2,0,59.1,88.6,0,cups,pear
stack4_scene0013,4,19,2,1,1,25.1,43.6,0,cups,cracker_box
stack4_scene0013,11,13,2,2,0,90.7,97.9,0,cracker_box,pear
stack4_scene0013,11,19,4,3,1,12.5,145.2,1,cracker_box,cracker_box
stack4_scene0013,12,13,5,2,3,6.0,22.0,0,cups,pear
stack4_scene0013,3,11,1,0,1,7.6,7.6,1,cracker_box,cracker_box
stack4_scene0013,11,18,1,1,0,54.3,54.3,1,cracker_box,cracker_box
stack4_scene0013,15,19,1,0,1,28.4,28.4,1,cracker_box,cracker_box
stack4_scene0013,10,12,1,1,0,199.0,199.0,0,cracker_box,cups
stack4_scene0014,4,14,5,4,1,3.5,75.9,1,sugar_box,sugar_box
stack4_scene0014,1,2,2,0,2,10.8,14.0,1,sugar_box,sugar_box
stack4_scene0014,13,14,3,3,0,168.4,170.6,0,pitcher_base,sugar_box
stack4_scene0014,2,13,3,3,0,151.9,159.6,0,sugar_box,pitcher_base
stack4_scene0014,9,13,2,1,1,12.0,99.8,0,sugar_box,pitcher_base
stack4_scene0014,4,13,2,2,0,83.3,125.2,0,sugar_box,pitcher_base
stack4_scene0014,10,13,1,1,0,60.3,60.3,0,sugar_box,pitcher_base
stack4_scene0014,4,9,2,2,0,86.8,88.8,1,sugar_box,sugar_box
stack4_scene0014,6,13,2,1,1,2.3,84.8,0,sugar_box,pitcher_base
stack4_scene0014,1,13,1,0,1,31.0,31.0,0,sugar_box,pitcher_base
stack4_scene0014,6,9,2,2,0,62.3,76.6,1,sugar_box,sugar_box
stack4_scene0014,2,14,4,0,4,9.9,21.1,1,sugar_box,sugar_box
stack4_scene0014,9,14,1,1,0,80.2,80.2,1,sugar_box,sugar_box
stack4_scene0014,8,9,1,0,1,14.4,14.4,0,rubiks_cube,sugar_box
stack4_scene0014,1,14,1,0,1,38.1,38.1,1,sugar_box,sugar_box
stack4_scene0014,6,14,2,2,0,67.6,91.4,1,sugar_box,sugar_box
stack4_scene0014,4,8,1,1,0,161.3,161.3,0,sugar_box,rubiks_cube
stack4_scene0014,8,14,1,1,0,160.5,160.5,0,rubiks_cube,sugar_box
stack4_scene0014,2,8,1,1,0,170.9,170.9,0,sugar_box,rubiks_cube
stack4_scene0014,13,15,1,1,0,239.5,239.5,1,pitcher_base,pitcher_base
stack4_scene0014,14,15,1,1,0,103.3,103.3,0,sugar_box,pitcher_base
stack4_scene0014,2,15,1,0,1,15.2,15.2,0,sugar_box,pitcher_base
stack4_scene0014,1,15,1,1,0,77.2,77.2,0,sugar_box,pitcher_base
stack4_scene0014,8,15,1,1,0,200.7,200.7,0,rubiks_cube,pitcher_base
stack4_scene0014,2,10,1,0,1,22.4,22.4,1,sugar_box,sugar_box
stack4_scene0014,3,14,1,0,1,4.9,4.9,1,sugar_box,sugar_box
stack4_scene0015,3,10,5,5,0,113.4,193.3,0,pudding_box,tomato_soup_can
stack4_scene0015,2,10,2,1,1,27.0,125.2,1,tomato_soup_can,tomato_soup_can
stack4_scene0015,3,8,1,0,1,1.5,1.5,0,pudding_box,padlock
stack4_scene0015,8,12,1,0,1,0.1,0.1,1,padlock,padlock
stack4_scene0016,3,14,2,2,0,96.6,107.0,0,banana,sugar_box
stack4_scene0016,1,2,2,0,2,3.8,5.4,1,sugar_box,sugar_box
stack4_scene0016,1,11,1,0,1,1.7,1.7,1,sugar_box,sugar_box
stack4_scene0016,1,14,1,0,1,5.8,5.8,1,sugar_box,sugar_box
stack4_scene0016,5,14,2,2,0,170.8,193.0,0,cups,sugar_box
stack4_scene0016,1,5,2,2,0,162.7,168.7,0,sugar_box,cups
stack4_scene0016,14,17,1,1,0,212.1,212.1,1,sugar_box,sugar_box
stack4_scene0016,6,14,1,1,0,197.8,197.8,0,cups,sugar_box
stack4_scene0016,1,17,1,0,1,39.7,39.7,1,sugar_box,sugar_box
stack4_scene0016,1,6,1,1,0,150.6,150.6,0,sugar_box,cups
stack4_scene0017,11,22,2,0,2,34.5,34.6,0,foam_brick,master_chef_can
stack4_scene0017,11,13,11,0,11,0.9,9.4,0,foam_brick,master_chef_can
stack4_scene0017,9,16,9,8,1,30.5,68.8,1,cracker_box,cracker_box
stack4_scene0017,6,26,1,1,0,200.6,200.6,0,cracker_box,master_chef_can
stack4_scene0017,11,26,1,0,1,8.6,8.6,0,foam_brick,master_chef_can
stack4_scene0017,9,26,1,1,0,191.6,191.6,0,cracker_box,master_chef_can
stack4_scene0017,16,26,2,1,1,35.1,97.8,0,cracker_box,master_chef_can
stack4_scene0017,6,13,2,2,0,199.3,206.4,0,cracker_box,master_chef_can
stack4_scene0017,6,11,4,4,0,175.5,192.0,0,cracker_box,foam_brick
stack4_scene0017,6,9,1,1,0,1194.0,1194.0,1,cracker_box,cracker_box
stack4_scene0017,3,6,1,1,0,213.9,213.9,0,master_chef_can,cracker_box
stack4_scene0017,6,16,1,1,0,42.6,42.6,1,cracker_box,cracker_box
stack4_scene0017,9,13,1,1,0,208.1,208.1,0,cracker_box,master_chef_can
stack4_scene0017,9,11,1,1,0,179.2,179.2,0,cracker_box,foam_brick
stack4_scene0017,11,16,1,1,0,157.5,157.5,0,foam_brick,cracker_box
stack4_scene0017,6,22,3,3,0,185.5,224.5,0,cracker_box,master_chef_can
stack4_scene0017,6,10,1,0,1,26.4,26.4,1,cracker_box,cracker_box
stack4_scene0017,10,22,1,1,0,191.6,191.6,0,cracker_box,master_chef_can
stack4_scene0017,18,22,6,6,0,203.4,430.5,0,cracker_box,master_chef_can
stack4_scene0017,10,13,1,1,0,196.4,196.4,0,cracker_box,master_chef_can
stack4_scene0017,9,10,1,0,1,6.3,6.3,1,cracker_box,cracker_box
stack4_scene0017,9,18,6,5,1,1.6,81.3,1,cracker_box,cracker_box
stack4_scene0017,10,11,1,1,0,187.0,187.0,0,cracker_box,foam_brick
stack4_scene0017,11,18,6,4,2,9.1,209.2,0,foam_brick,cracker_box
stack4_scene0017,10,18,1,0,1,7.0,7.0,1,cracker_box,cracker_box
stack4_scene0017,13,22,1,1,0,52.6,52.6,1,master_chef_can,master_chef_can
stack4_scene0017,16,22,1,1,0,463.3,463.3,0,cracker_box,master_chef_can
stack4_scene0017,16,18,1,1,0,272.7,272.7,1,cracker_box,cracker_box
stack4_scene0017,6,18,3,3,0,70.5,95.8,1,cracker_box,cracker_box
stack4_scene0017,11,20,2,0,2,12.9,16.9,0,foam_brick,master_chef_can
stack4_scene0017,7,18,1,0,1,3.3,3.3,1,cracker_box,cracker_box
stack4_scene0017,13,14,1,1,0,41.9,41.9,0,master_chef_can,foam_brick
stack4_scene0017,13,18,1,1,0,589.6,589.6,0,master_chef_can,cracker_box
stack4_scene0017,25,26,1,0,1,16.4,16.4,0,cracker_box,master_chef_can
stack4_scene0017,18,21,1,1,0,81.3,81.3,0,cracker_box,golf_ball
stack4_scene0018,3,21,2,2,0,166.2,168.0,0,tomato_soup_can,cracker_box
stack4_scene0018,20,21,2,2,0,160.7,165.2,0,tomato_soup_can,cracker_box
stack4_scene0018,21,22,1,1,0,242.8,242.8,1,cracker_box,cracker_box
stack4_scene0018,9,21,2,1,1,10.8,169.7,1,cracker_box,cracker_box
stack4_scene0018,10,21,1,1,0,171.0,171.0,1,cracker_box,cracker_box
stack4_scene0018,3,22,2,2,0,175.5,184.8,0,tomato_soup_can,cracker_box
stack4_scene0018,3,7,1,0,1,18.7,18.7,0,tomato_soup_can,tuna_fish_can
stack4_scene0018,3,10,2,2,0,160.2,169.1,0,tomato_soup_can,cracker_box
stack4_scene0018,9,13,1,1,0,144.7,144.7,0,cracker_box,foam_brick
stack4_scene0018,20,22,2,2,0,175.3,181.8,0,tomato_soup_can,cracker_box
stack4_scene0018,7,20,8,4,4,10.8,41.8,0,tuna_fish_can,tomato_soup_can
stack4_scene0018,10,20,1,1,0,160.3,160.3,0,cracker_box,tomato_soup_can
stack4_scene0018,10,22,6,6,0,55.9,133.7,1,cracker_box,cracker_box
stack4_scene0018,2,9,1,1,0,132.7,132.7,1,cracker_box,cracker_box
stack4_scene0018,8,21,1,1,0,91.5,91.5,0,foam_brick,cracker_box
stack4_scene0018,3,8,4,3,1,19.2,335.8,0,tomato_soup_can,foam_brick
stack4_scene0018,8,22,1,0,1,21.9,21.9,0,foam_brick,cracker_box
stack4_scene0018,11,21,1,1,0,141.5,141.5,0,tomato_soup_can,cracker_box
stack4_scene0018,3,9,1,1,0,459.9,459.9,0,tomato_soup_can,cracker_box
stack4_scene0018,7,11,1,0,1,35.0,35.0,0,tuna_fish_can,tomato_soup_can
stack4_scene0018,7,9,1,1,0,467.0,467.0,0,tuna_fish_can,cracker_box
stack4_scene0018,9,22,2,2,0,118.3,450.2,1,cracker_box,cracker_box
stack4_scene0018,8,13,1,0,1,9.0,9.0,1,foam_brick,foam_brick
stack4_scene0018,2,15,1,0,1,4.7,4.7,1,cracker_box,cracker_box
stack4_scene0018,2,6,1,0,1,12.4,12.4,1,cracker_box,cracker_box
stack4_scene0018,2,10,1,1,0,492.0,492.0,1,cracker_box,cracker_box
stack4_scene0018,6,22,1,0,1,7.3,7.3,1,cracker_box,cracker_box
stack4_scene0019,9,11,2,2,0,91.7,119.8,1,wood_block,wood_block
stack4_scene0019,10,12,3,1,2,8.6,28.5,1,wood_block,wood_block
stack4_scene0019,2,12,1,1,0,55.5,55.5,1,wood_block,wood_block
stack4_scene0019,9,10,2,0,2,10.4,16.9,1,wood_block,wood_block
stack4_scene0019,2,9,1,1,0,220.5,220.5,1,wood_block,wood_block
stack4_scene0019,7,9,1,1,0,79.0,79.0,0,medium_clamp,wood_block
stack4_scene0020,1,14,2,0,2,0.1,0.8,0,potted_meat_can,golf_ball
stack4_scene0020,10,14,8,3,5,0.1,19.9,0,potted_meat_can,golf_ball
stack4_scene0020,2,10,2,2,0,109.8,131.4,0,cups,potted_meat_can
stack4_scene0020,10,12,4,4,0,111.1,134.8,0,potted_meat_can,cups
stack4_scene0020,13,14,5,3,2,19.3,55.0,0,potted_meat_can,golf_ball
stack4_scene0020,12,14,3,3,0,123.2,128.7,0,cups,golf_ball
stack4_scene0020,4,14,4,2,2,7.2,32.8,1,golf_ball,golf_ball
stack4_scene0020,2,14,1,1,0,127.7,127.7,0,cups,golf_ball
stack4_scene0020,4,13,2,0,2,24.0,27.9,0,golf_ball,potted_meat_can
stack4_scene0020,11,14,4,0,4,4.4,7.1,0,potted_meat_can,golf_ball
stack5_scene0001,15,23,2,2,0,56.8,92.2,0,cracker_box,master_chef_can
stack5_scene0001,15,24,1,0,1,12.1,12.1,1,cracker_box,cracker_box
stack5_scene0001,14,23,2,2,0,58.5,87.2,0,cracker_box,master_chef_can
stack5_scene0001,14,24,6,4,2,2.9,58.8,1,cracker_box,cracker_box
stack5_scene0001,4,25,1,1,0,46.5,46.5,0,master_chef_can,cracker_box
stack5_scene0001,4,24,1,0,1,12.3,12.3,0,master_chef_can,cracker_box
stack5_scene0001,23,24,1,1,0,111.0,111.0,0,master_chef_can,cracker_box
stack5_scene0001,13,14,2,0,2,1.0,1.1,1,cracker_box,cracker_box
stack5_scene0001,13,24,2,0,2,11.5,11.5,1,cracker_box,cracker_box
stack5_scene0001,15,19,1,1,0,271.6,271.6,0,cracker_box,flat_screwdriver
stack5_scene0001,15,32,1,1,0,157.7,157.7,0,cracker_box,apple
stack5_scene0001,4,19,2,2,0,251.0,253.7,0,master_chef_can,flat_screwdriver
stack5_scene0001,22,30,2,0,2,9.3,11.2,1,master_chef_can,master_chef_can
stack5_scene0001,19,22,1,1,0,262.2,262.2,0,flat_screwdriver,master_chef_can
stack5_scene0001,14,32,1,1,0,151.0,151.0,0,cracker_box,apple
stack5_scene0001,4,15,2,2,0,52.5,98.1,0,master_chef_can,cracker_box
stack5_scene0001,15,20,1,1,0,4283.8,4283.8,1,cracker_box,cracker_box
stack5_scene0001,4,14,1,0,1,24.6,24.6,0,master_chef_can,cracker_box
stack5_scene0001,4,20,1,1,0,205.7,205.7,0,master_chef_can,cracker_box
stack5_scene0001,20,30,1,0,1,19.3,19.3,0,cracker_box,master_chef_can
stack5_scene0001,14,26,1,1,0,57.3,57.3,1,cracker_box,cracker_box
stack5_scene0001,3,15,2,1,1,11.8,83.2,1,cracker_box,cracker_box
stack5_scene0001,15,22,2,2,0,153.0,157.5,0,cracker_box,master_chef_can
stack5_scene0001,3,14,1,1,0,127.1,127.1,1,cracker_box,cracker_box
stack5_scene0001,14,25,1,0,1,14.9,14.9,1,cracker_box,cracker_box
stack5_scene0001,8,19,2,0,2,3.0,7.1,1,flat_screwdriver,flat_screwdriver
stack5_scene0001,22,23,1,0,1,13.5,13.5,1,master_chef_can,master_chef_can
stack5_scene0001,3,4,5,4,1,15.2,177.6,0,cracker_box,master_chef_can
stack5_scene0001,22,29,6,0,6,3.9,17.9,1,master_chef_can,master_chef_can
stack5_scene0001,3,29,1,1,0,222.5,222.5,0,cracker_box,master_chef_can
stack5_scene0001,19,29,1,1,0,222.6,222.6,0,flat_screwdriver,master_chef_can
stack5_scene0001,14,20,1,0,1,2.6,2.6,1,cracker_box,cracker_box
stack5_scene0001,3,31,1,1,0,223.5,223.5,0,cracker_box,apple
stack5_scene0001,3,19,2,1,1,9.1,143.0,0,cracker_box,flat_screwdriver
stack5_scene0001,4,31,1,1,0,172.3,172.3,0,master_chef_can,apple
stack5_scene0001,15,31,1,1,0,182.1,182.1,0,cracker_box,apple
stack5_scene0001,3,22,1,1,0,79.7,79.7,0,cracker_box,master_chef_can
stack5_scene0001,2,5,1,1,0,192.4,192.4,0,cracker_box,apple
stack5_scene0001,2,31,1,1,0,192.3,192.3,0,cracker_box,apple
stack5_scene0001,2,20,1,1,0,100.6,100.6,1,cracker_box,cracker_box
stack5_scene0001,20,31,2,0,2,16.2,16.8,0,cracker_box,apple
stack5_scene0002,1,12,2,2,0,259.3,338.1,0,master_chef_can,bleach_cleanser
